"","Symbol","E12/E11","E13/E12","E14/E13","E13/E11","E14/E11","E14/E12"
"1","1810013A23Rik",NA,NA,NA,NA,1.75295568091811,NA
"2","2610008E11Rik",NA,NA,-0.500475121792546,-0.500475121792546,-0.771711806501582,-0.691932340100636
"3","2810021J22Rik",NA,NA,NA,NA,-0.684880549374307,NA
"4","5730507C01Rik",NA,NA,NA,NA,-1.15960254594105,-0.651383233119316
"5","9130023H24Rik",NA,NA,NA,NA,-0.645884885341064,NA
"6","Aff2",-0.789000627999385,-0.617237187272768,NA,NA,-1.75744470775454,-0.935198452498119
"7","Aff3",NA,-0.747259618166487,NA,NA,-1.64389690387277,-1.20307685088952
"8","Ahr",1.49376974112424,0.574910178506911,NA,NA,2.76438360441651,0.974235607355874
"9","Ahrr",NA,NA,NA,NA,0.684555489117454,0.590223962026376
"10","AI854703",NA,NA,NA,NA,-0.72309526610579,NA
"11","Aire",NA,-0.872998846099423,NA,NA,NA,NA
"12","Alx1",NA,NA,NA,NA,-0.664376256425177,NA
"13","Alx3",NA,NA,NA,NA,-0.634653033475524,NA
"14","Alx4",-0.798749879750064,NA,NA,NA,-1.18445790309119,NA
"15","Ar",1.89585247111675,0.834003693833141,NA,NA,4.11424847935054,1.27710406446759
"16","Arid1a",NA,NA,NA,NA,-0.754448590055616,NA
"17","Arid1b",NA,NA,NA,NA,-0.52856656511859,NA
"18","Arid2",NA,NA,NA,NA,-0.854860183836612,-0.525305639727487
"19","Arid3a",-0.517116958550562,NA,NA,NA,NA,0.544993508033736
"20","Arid3b",-1.44367807647974,NA,NA,NA,-1.79669807767606,NA
"21","Arid4b",NA,NA,NA,NA,-0.613907853231244,NA
"22","Arid5a",NA,NA,NA,NA,1.41481081374128,0.876028009643884
"23","Arid5b",NA,NA,NA,NA,-0.537261302934559,NA
"24","Arnt2",NA,NA,NA,NA,-0.925030646854411,-1.00751059002392
"25","Arntl2",1.15477806044287,NA,NA,NA,NA,NA
"26","Ascl2",NA,NA,NA,NA,2.01791649827943,1.31843061530903
"27","Atf2",NA,NA,NA,NA,-0.663374633453373,-0.521071371321045
"28","Atf3",1.82488455297712,NA,NA,NA,NA,NA
"29","Atf5",NA,0.514630682965437,NA,NA,1.55821133626688,1.25279677956837
"30","Atoh8",NA,NA,NA,NA,-0.654480973363116,NA
"31","AW146154",NA,NA,NA,NA,-0.710213293224848,-0.576429425990137
"32","Bach2",NA,NA,NA,NA,-1.10550050255132,-0.810207472797194
"33","Barx1",1.40638709490182,NA,NA,NA,1.18604049188593,NA
"34","Barx2",1.25843388326207,NA,NA,NA,NA,NA
"35","Batf",1.0320818314289,NA,0.966588445350269,0.966588445350269,3.26702147479447,1.86472538968401
"36","Batf2",NA,NA,NA,NA,2.58514604147372,1.20348471753291
"37","Batf3",NA,NA,NA,NA,0.74946918071816,NA
"38","Baz2b",NA,NA,NA,NA,-0.733598259967793,NA
"39","BC025920",NA,NA,NA,NA,-0.969025664493294,-0.540425970204741
"40","Bcl11a",NA,-0.529476385398195,NA,NA,-1.39545940378018,-0.969503426027244
"41","Bcl6",1.39208357039717,0.693026050377391,NA,NA,2.92347546758571,1.23882433649124
"42","Bclaf1",NA,NA,NA,NA,-0.685189552750663,-0.505883898710694
"43","Bhlha15",NA,NA,NA,NA,1.20393660806854,NA
"44","Bhlha9",-2.17582589284723,-0.885947483426693,NA,NA,-5.46784588920615,-2.50045814813077
"45","Bhlhe22",1.51451728821656,0.878415086735361,NA,NA,4.66964222071008,1.13951047696189
"46","Bhlhe40",0.959633624324952,NA,NA,NA,1.77611318644301,NA
"47","Bhlhe41",1.36196341858002,NA,NA,NA,2.18335375405132,0.745153105499454
"48","Bnc2",NA,-0.533271173961857,NA,NA,NA,-0.714206552646931
"49","Camta1",NA,NA,NA,NA,-1.0689373192121,-0.917752431229097
"50","Camta2",NA,NA,NA,NA,0.776315133940051,NA
"51","Casz1",1.03108374310615,1.08182609879794,NA,NA,1.69223714354324,NA
"52","Cbfb",NA,NA,NA,NA,-0.627983161054341,-0.542430604676813
"53","Cdx1",-1.09525236886191,NA,NA,NA,-2.6529633444725,NA
"54","Cebpa",1.27114336450446,NA,0.924443296980412,0.924443296980412,2.85339446525545,1.47228389911707
"55","Cebpb",1.2175464653747,0.844572883978325,NA,NA,NA,NA
"56","Cebpd",0.716153923479111,0.504409632049272,NA,NA,2.23798750146011,1.41010058456425
"57","Cebpe",NA,0.75408333876243,NA,NA,3.35004342496598,1.93586120802676
"58","Cebpg",NA,NA,NA,NA,-0.60189145902906,NA
"59","Cenpa",NA,NA,NA,NA,-0.651266785491164,NA
"60","Cpeb1",NA,NA,NA,NA,1.54939549922657,0.985680352528878
"61","Creb1",NA,NA,NA,NA,-0.878800410570143,-0.621249663816101
"62","Creb3",NA,NA,NA,NA,1.2589708583695,0.873239245569518
"63","Creb3l1",2.75667828025178,1.03949790715835,NA,NA,4.72712818599537,1.71744857579252
"64","Creb3l4",NA,NA,NA,NA,-0.707000264289663,-0.56116135798738
"65","Creb5",0.954306341888354,-0.506378484882817,NA,NA,NA,-0.640364089185952
"66","Crebl2",NA,NA,NA,NA,0.599826230193836,NA
"67","Crebzf",NA,NA,NA,NA,-0.676308844445919,NA
"68","Csdc2",NA,NA,NA,NA,0.56939352534059,NA
"69","Csrnp1",0.70677886217785,NA,NA,NA,1.77179804219482,1.01610733140549
"70","Csrnp2",NA,NA,NA,NA,-0.959340476047344,-0.606621565315625
"71","Csrnp3",NA,-0.799700229797699,NA,NA,-1.54365367558891,-1.06206631734163
"72","Ctcf",NA,NA,NA,NA,-0.673255441117107,NA
"73","Ctcfl",NA,NA,NA,NA,-0.914225954374852,-0.604829661571608
"74","Cux2",NA,-0.559194234324262,-0.760533848711588,-0.760533848711588,-1.74944322750891,-1.46000560678498
"75","D130040H23Rik",NA,NA,NA,NA,-0.735134290436769,NA
"76","D630045J12Rik",NA,NA,NA,NA,-0.723299108380641,-0.521674007996421
"77","Dach1",NA,-0.896885668551584,-0.906634892407816,-0.906634892407816,-2.46161144022827,-1.97724161367659
"78","Dach2",NA,-0.929765899701145,NA,NA,-1.61240160130876,-1.53399142401408
"79","Dbx1",2.80782072458834,NA,NA,NA,3.50599484933065,NA
"80","Dbx2",2.21445252031331,NA,NA,NA,2.75681363974347,NA
"81","Ddit3",NA,NA,NA,NA,0.817125171039267,0.525991775069628
"82","Dlx1",NA,NA,NA,NA,-1.49362754533294,-0.851329469365856
"83","Dlx2",-1.14662997140437,NA,NA,NA,-2.45818682388647,-1.06252138212055
"84","Dlx6",0.504530840021286,NA,NA,NA,NA,NA
"85","Dmbx1",-1.52772527398602,NA,NA,NA,-2.23385458546293,NA
"86","Dmrt2",0.670807685918083,0.812391550880385,NA,NA,1.94132177299001,1.17942660566063
"87","Dmrt3",-1.1032388006842,NA,NA,NA,NA,NA
"88","Dmrta1",NA,-0.989645497038198,NA,NA,-1.99290254281731,-1.70417730311675
"89","Dmrta2",-1.49959162360277,NA,NA,NA,-2.05055133515315,NA
"90","Dnajc1",NA,NA,NA,NA,0.534163190590831,NA
"91","E2f3",NA,NA,NA,NA,-0.877993839791902,NA
"92","E2f5",-0.533732115399077,NA,NA,NA,-0.982038997258608,NA
"93","E2f6",NA,NA,NA,NA,-0.541732419531816,NA
"94","E2f7",-0.647503619282384,NA,NA,NA,-1.00052400977831,NA
"95","Ebf2",0.697464886601249,-0.508042222009957,NA,NA,NA,-0.670241124331887
"96","Ebf3",NA,NA,NA,NA,-0.620554762485418,-0.726591480407373
"97","Ebf4",NA,NA,NA,NA,0.674638195897179,NA
"98","Egr1",1.81698369348491,NA,NA,NA,1.7945165048089,NA
"99","Egr2",2.19316400982374,NA,NA,NA,3.49325842257547,1.01187746749105
"100","Egr3",2.45889131785559,NA,NA,NA,3.35060110225647,NA
"101","Egr4",2.03050439219582,NA,NA,NA,3.32722677899575,NA
"102","Ehf",1.22225524072207,NA,NA,NA,NA,NA
"103","Elf1",NA,NA,NA,NA,1.00669180235975,0.755560778718953
"104","Elf3",-1.08204040413223,NA,NA,NA,NA,NA
"105","Elf4",0.94113091165787,0.624539165914434,0.586726724116284,0.586726724116284,2.26075011255268,1.2272843578633
"106","Elk3",NA,NA,NA,NA,-0.650886110737825,NA
"107","Emx1",-1.50571899572861,NA,NA,NA,-4.93087692507096,-1.49587838306525
"108","Emx2",0.521841412734712,NA,NA,NA,NA,NA
"109","En1",NA,NA,NA,NA,0.578558773982313,NA
"110","Eomes",NA,-1.31791318081322,NA,NA,-1.51723508598125,-1.53445220889558
"111","Erg",0.701241620511535,NA,NA,NA,NA,NA
"112","Esr1",0.724342253135916,NA,NA,NA,NA,NA
"113","Esr2",NA,NA,NA,NA,-1.19986853258608,-1.17534975132598
"114","Esrra",NA,NA,NA,NA,0.85209884733557,0.63865166334264
"115","Esrrb",0.884480280637109,NA,NA,NA,NA,NA
"116","Esrrg",NA,NA,NA,NA,NA,-0.92008316813193
"117","Ets2",NA,NA,NA,NA,-0.610271804328997,NA
"118","Etv1",0.501088427509946,NA,NA,NA,NA,NA
"119","Etv4",-1.02765070033294,NA,NA,NA,-1.79459545198068,-0.743815134148515
"120","Evx1",-1.89782797407457,NA,NA,NA,-3.34878099907306,-1.30505992677225
"121","Evx2",NA,-1.0433207518434,NA,NA,-2.05782437198378,-1.83291409246761
"122","Fezf2",1.84656608089645,-0.72422568862253,NA,NA,NA,NA
"123","Fli1",-0.770345930965922,NA,NA,NA,-0.874387889181224,NA
"124","Fos",1.6252514913915,NA,NA,NA,2.16004089261314,NA
"125","Fosb",1.06696214235348,NA,NA,NA,1.27704759468899,NA
"126","Fosl2",0.986270020270792,NA,0.713192180112184,0.713192180112184,2.2507787363577,1.15866147455515
"127","Foxa1",1.04694685697865,-0.918394657674269,NA,NA,NA,-2.10205446888425
"128","Foxa2",NA,NA,NA,NA,2.33004875421979,NA
"129","Foxb2",NA,NA,NA,NA,-3.25844361065171,-1.58722278043423
"130","Foxc1",NA,-1.15111500270565,NA,NA,-1.72690738797961,-1.14369247609808
"131","Foxd1",NA,NA,1.1140824529316,1.1140824529316,NA,1.0474766579633
"132","Foxd2",NA,-0.739045076004909,NA,NA,NA,NA
"133","Foxd3",1.59788473917934,NA,NA,NA,2.34768280776553,NA
"134","Foxd4",0.994387192648605,NA,NA,NA,2.53700747112912,NA
"135","Foxf2",1.45464822258383,NA,NA,NA,4.02429630706281,NA
"136","Foxg1",NA,NA,NA,NA,-2.21258353974652,-1.05316583645837
"137","Foxh1",NA,NA,0.979997638570982,0.979997638570982,3.12507160443716,2.08939593712163
"138","Foxi2",NA,NA,NA,NA,-3.48844419145366,NA
"139","Foxj2",0.535773828797846,NA,NA,NA,0.637836510367828,NA
"140","Foxl2",1.10541701413849,NA,NA,NA,1.72710976907796,NA
"141","Foxm1",NA,NA,NA,NA,-0.574952571958306,NA
"142","Foxn1",NA,NA,NA,NA,1.93134008341416,NA
"143","Foxn4",NA,NA,NA,NA,-2.13764489835382,NA
"144","Foxo4",NA,NA,NA,NA,-0.629009690941157,NA
"145","Foxo6",0.855023085227562,NA,NA,NA,2.0793731185253,1.06873456625961
"146","Foxp1",0.768712062802919,NA,NA,NA,NA,NA
"147","Foxp2",NA,-0.751506570555478,NA,NA,-0.956699406805135,-1.02173606014373
"148","Foxp4",NA,NA,NA,NA,NA,-0.761612025714176
"149","Foxq1",1.80874291843875,NA,NA,NA,3.84893208527912,NA
"150","Foxs1",0.922324132671634,NA,NA,NA,2.59660092979825,1.20790610417326
"151","Gabpb1",NA,NA,NA,NA,-1.04749737211789,-0.569383811272805
"152","Gata1",NA,0.712221465639114,NA,NA,2.66946144888812,2.09338793670807
"153","Gata2",1.1356978091714,0.821367698918574,1.14079198877723,1.14079198877723,4.10686072447514,2.55930278784042
"154","Gata4",NA,-0.734377557805087,NA,NA,-2.45545795818509,-1.78349752018487
"155","Gata6",0.72452062954008,NA,NA,NA,1.16145634138381,NA
"156","Gbx1",NA,NA,NA,NA,NA,1.3451155706085
"157","Gbx2",-1.0046005099938,NA,NA,NA,-1.44010047057148,NA
"158","Gcfc2",NA,NA,NA,NA,-0.883805329709727,-0.517863550723394
"159","Gfi1",NA,1.36924487467279,1.05923759385642,1.05923759385642,4.14406475610585,3.05952813903619
"160","Gli2",NA,NA,NA,NA,NA,-0.502975558545178
"161","Gli3",NA,-0.533948439963048,NA,NA,-0.785037616476118,-1.07106446728249
"162","Glmp",NA,NA,NA,NA,0.950816355415163,0.675280783480525
"163","Gm14295",NA,NA,NA,NA,-0.719663805533444,NA
"164","Gm20939",NA,NA,NA,NA,-1.24218265694364,-0.91135447912972
"165","Gm3414",NA,NA,NA,NA,-0.77313336670889,-0.63874595724568
"166","Gm5141",NA,NA,NA,NA,-1.27299880239599,-0.848829899797195
"167","Gmeb1",NA,NA,NA,NA,-0.50752310055481,NA
"168","Gpbp1",NA,NA,NA,NA,-0.601049824891435,NA
"169","Gpbp1l1",NA,NA,NA,NA,-0.584691257578443,NA
"170","Grhl1",NA,-0.528355003407295,NA,NA,NA,NA
"171","Gsc",-0.796608949885289,-0.992270258431624,NA,NA,-2.40434085910317,-1.46154486024281
"172","Gtf2ird1",NA,NA,NA,NA,-0.522281727417256,NA
"173","Hand1",NA,NA,NA,NA,1.78342250524739,NA
"174","Hand2",-0.985393973554758,-0.698468073405773,NA,NA,-2.17389822512615,-1.13529044585673
"175","Hdx",NA,-0.615284273850574,NA,NA,-1.5796878949957,-1.02798836628123
"176","Hes5",NA,NA,NA,NA,1.87704135937937,1.31854211095087
"177","Hesx1",NA,NA,NA,NA,2.05795833787805,NA
"178","Hey1",-0.910918317520552,-0.628327159230215,NA,NA,-1.97609342692199,-0.983992771265249
"179","Hey2",1.28282487962699,NA,NA,NA,1.34933115089939,NA
"180","Heyl",1.50902253824888,NA,NA,NA,2.18759276619751,NA
"181","Hhex",NA,NA,NA,NA,1.21841817689382,0.871923945557871
"182","Hic1",1.33087606660861,NA,NA,NA,1.33015456233951,NA
"183","Hic2",-0.709898995055195,NA,NA,NA,-1.27728016081455,-0.550673134887818
"184","Hif1a",NA,NA,NA,NA,-0.518884050471477,NA
"185","Hif3a",NA,NA,NA,NA,1.20936534096702,0.7985841450782
"186","Hivep2",1.24400465482883,NA,NA,NA,2.072932965269,0.766158003325554
"187","Hivep3",1.31131943160812,0.588832996445968,0.545072251860695,0.545072251860695,2.67457283991748,1.17444571870358
"188","Hlf",2.24679476190028,0.999736473683859,NA,NA,3.8750989335759,1.28218789157722
"189","Hlx",0.851084656000467,NA,NA,NA,1.49827223562853,0.633665599149936
"190","Hmbox1",NA,NA,NA,NA,-0.572131307492807,NA
"191","Hmga1",-0.696476098715158,NA,NA,NA,-1.12474419797129,NA
"192","Hmga2",-0.628026105374727,-0.904400828780728,NA,NA,-2.61624167602347,-1.80468061050881
