"","e11.sample1","e11.sample2","e11.sample3","e11.sample4","e11.sample5","e12.sample1","e12.sample2","e12.sample3","e12.sample4","e12.sample5","e12.sample6","e12.sample7","e13.sample1","e13.sample2","e13.sample3","e13.sample4","e13.sample5","e13.sample6","e13.sample7","e14.sample1","e14.sample2","e14.sample3","e14.sample4","cluster"
"Zic3",0.724790012204133,0.916955184720809,0.925330685401177,0.910935398149729,1,0.40463946972798,0.328410738316156,0.268928295737857,0.23225351905858,0.26519415712965,0.160617891051759,0.265531827629949,0.308027513514201,0.302028497408264,0.22908212307201,0.247253024910976,0.289454345137905,0.259298814693819,0,0.0944910853144804,0.11641576042013,0.262437217022498,0.174226531732384,5
"Zik1",0.867478164248745,1,0.959372296398868,0.941151688469119,0.965273194904453,0.532575470834769,0.484934190889575,0.474964495726861,0.402623169791828,0.304300314597606,0.390324417169487,0.346258406856351,0.177575398506941,0.225657309438976,0.225280056511321,0.180468943821471,0.227094432035054,0.167466137026079,0.322811597571877,0.044654247194419,0.164480816190095,0,0.0584773690457175,5
"Atf5",0.401113779883517,0.507237255560408,0.467051288764631,0.379820803593494,0.590320622575705,0,0.153897198851925,0.107220170300445,0.225138159450659,0.437541774476858,0.337494229986931,0.248621942261218,0.723339334940574,0.600859677581001,0.435555795426659,0.734599049175366,0.790098583225168,0.755408025011498,0.385586962775081,0.767391125527243,1,0.788523269710525,0.824233496857013,6
"Casz1",0.189817629153497,0.273842875005721,0.224499874710914,0.174616644175643,0,0.16080601974003,0.244620240242203,0.320389096526491,0.213655040296701,0.616702273642989,0.239181121471033,0.428147585308548,1,0.919013577104194,0.723894393744038,0.961553468495428,0.892553032506027,0.818749478746506,0.222110010335698,0.697477988023402,0.695592342467155,0.675453845964042,0.54736811269154,6
"Dmrt2",0.451185276446562,0.373408280867343,0.415733418995919,0,0.0645190067624809,0.280633406347865,0.371383789488616,0.365189112123331,0.234402842387225,0.497788121227101,0.24383851820217,0.272945451303623,0.567825612714664,0.570443510104404,0.415307492956085,0.814316199498351,0.867700696711076,0.762201261133786,0.43406338266118,0.907743662786679,1,0.25393310961917,0.288662877301862,6
"Hif3a",0.347051907959145,0.483424259172136,0.447281136547662,0.267959683172878,0.461955830974739,0,0.0169145713285679,0.279983979127295,0.122654223423467,0.509985307470823,0.272764408997579,0.317198378912833,0.801971151522685,0.499849546249549,0.268038171231451,0.860497079243031,0.849930774092814,0.829428828430175,0.0947368273709438,0.654893060362909,0.808725828967667,1,0.946955267474629,6
"Hoxc8",0.133028471730281,0.13580494195342,0.0822100429966703,0.218202802240147,0.188972617984073,0.525463930928252,0.8788301242147,0.63872737654358,0.416890391868185,0.62095236551526,0,0.203002208525769,0.511248047986948,0.369915759341608,0.245306501259743,0.879426045055697,1,0.686419462175511,0.221900257998952,0.855878265701318,0.962312269507333,0.608056926392852,0.25010918538477,6
"Hoxc9",0.368396071723529,0.271932540147354,0.267947541230117,0.729612034684589,0.508295524939138,0.00212037746879346,0.273957579968847,0.0445209310283106,0.11333439715637,0.253480650678085,0.125600762112459,0.159091372871943,0.40034507477045,0.181849611567893,0.121277122936914,0.291815854331597,0.498345132506549,0.45690212304866,0,0.692978694554495,1,0.648882356430852,0.397799833701816,6
"Irx5",0.136860023488421,0.510485893138601,0.536108365160244,0,0.316478607600058,0.231115322695353,0.330564759445616,0.486539315113345,0.230238267647692,0.628228219195457,0.362550364258785,0.269356097974763,0.904769055180279,0.701709779722566,0.593957410667767,0.722655860220789,1,0.760458969627525,0.0957751693976178,0.561835923684686,0.476022771722183,0.648330560162501,0.643578715552878,6
"Klf4",0.0337196827427178,0.153780487550461,0.202692383082398,0.0050474037710815,0,0.282803902346382,0.676095139027902,0.570364119448015,0.0407117199655323,0.419492804110299,0.469412006328729,0.35785249272202,0.664773846265931,0.444103048774639,0.325325626575899,0.643266423257469,1,0.697603775559688,0.523328708342954,0.636585857576638,0.9908958653004,0.9591351333993,0.9846510161639,6
"Lmx1a",0.769366233745699,0.370230941128502,0.457396116711949,0.245665234906174,0,0.648056351764588,0.712345202992918,0.436844494801921,0.3758676695593,0.274801617658691,0.343588202522633,0.148559065189686,0.330303814008658,0.34556661883547,0.260998913260303,0.653480761460506,0.593245424814834,0.52311263037255,0.333221165480313,0.733213696934976,1,0.50155488745862,0.394810617344174,6
"Meis3",0.156156972277599,0.136939427767134,0.191841551251669,0.0136781630542483,0,0.073874220272624,0.353088466342688,0.325046384822241,0.321425637324955,0.51531884592139,0.0354574433840193,0.0482187155189304,0.773814162017348,0.667947929864913,0.370025210637839,0.758974055369609,0.982633483897744,0.601216031221766,0.43293621954157,0.742561004083182,1,0.422503379895972,0.583521799790925,6
"Ncoa1",0.469732342649615,0.471096886721087,0.376879935834701,0,0.16071665415456,0.35147222520847,0.445691869850628,0.448938258452058,0.170404556909945,0.578322337028968,0.278575694213209,0.438781191454144,0.99144256782797,0.801506492075111,0.445815920016561,1,0.891603904728219,0.700978607137794,0.297092100195083,0.791580411318901,0.849358009980174,0.809825707789008,0.70165767731869,6
"Nfia",0.140755217043687,0.349199913645129,0.319405783858677,0.0383496215686741,0.214916757407019,0.409368027322684,0.450934444882548,0.320137441785017,0,0.702965800166995,0.495167314050586,0.613112307472553,0.637111419766801,0.520355139399098,0.457517850797977,0.733725887747537,1,0.684451939676484,0.0341861014909923,0.569068593274929,0.666942689448254,0.573837172420961,0.552237108993838,6
"Npas3",0.158188618254727,0.208220563634755,0.226723791954298,0.0106344061300475,0.101636026870486,0.318518393756468,0.347084699705389,0.329126593568322,0.053420848914346,0.352042915963304,0.198629562883677,0.228365968957672,0.51321742835689,0.522662205736347,0.386244471998621,0.749431309412749,0.814004404784071,0.58829822534944,0.116867226855204,0.753535504172522,1,0,0.11321914299166,6
"Plagl1",0.0147547808531283,0.151649390598692,0.124481081833344,0,0.199378379539213,0.25432877689667,0.384806709972769,0.177831298755368,0.0294250353852309,0.642828809882203,0.63197528929951,0.615103473278432,0.506282721374208,0.732691762644757,0.298661894791749,0.913127918689401,1,0.598919770984733,0.0944111522292702,0.733222544245595,0.91906265136191,0.386557199142625,0.251972947707778,6
"Ppara",0.142921701214767,0.429269064402748,0.479043470574574,0.241860015745103,0.273092050746386,0,0.204390628335454,0.251404377406339,0.0113102978922597,0.708056960969823,0.157623035913689,0.548314619291765,1,0.847296759496555,0.681663764542112,0.966111566210427,0.984095259354243,0.859753906522162,0.382357740001556,0.651346368328777,0.97823485008215,0.868456492401382,0.614738805591339,6
"Prdm8",0.220434645285224,0,0.319698602563454,0.118959635955667,0.147617790409726,0.211608462021262,0.307234441721138,0.151335779470855,0.31498392088816,0.458070630367538,0.142927503062214,0.305851337346058,0.940271718400179,0.936126660450582,0.63979402971933,0.703470966697015,0.725746669273978,0.464699534643064,0.374375352027762,1,0.97097892707834,0.511746850402072,0.673493745050368,6
"Relb",0.220351310937679,0.350802552023628,0.478255975268099,0.391199526566877,0.38365314379293,0,0.154290786009205,0.172788696080218,0.318052216351116,0.583254690359763,0.465703346879222,0.315377637099922,0.570801785462525,0.565855323667567,0.319871914742657,0.594979024802446,0.896465194471786,0.608820373033234,0.433804311217304,0.670328721315988,0.891243268868117,0.682580968528377,1,6
"Rreb1",0.114569887230327,0.438368538796534,0.313064771643992,0.179043028010678,0.160564122412461,0,0.0920599249718242,0.237890951895533,0.226257344882795,0.467072396968388,0.239399703853798,0.407331110969281,0.768333182592228,0.769101826719545,0.452160904423329,0.934470993479854,0.64195562693194,0.576928715985009,0.684874479336627,0.919047017887684,1,0.740429404607503,0.710107859259163,6
"Tead4",0.0952025820514951,0.1819455951986,0.154752015547124,0.380808924901361,0.419383067788617,0.100229954654935,0.426146832397269,0.38786779231,0,0.241066284164033,0.173753096150147,0.477536753239805,0.577947941829909,0.805489732635145,0.127851425120101,1,0.380465884466315,0.758220358413124,0.872207765282739,0.98693531973626,0.874928683981324,0.647074842840736,0.57918433769526,6
"Thra",0.0573167884380325,0.247737149490499,0.357438697299588,0.0548903216619152,0.252983351505843,0.0718436377890383,0.196300405300516,0.194938315587574,0,0.560393198782025,0.418290789024208,0.280577819771886,0.785682993800881,0.61028934790185,0.404596814114504,0.754581079314802,0.946775204981681,0.778877470330714,0.271966060159265,0.838932543847663,1,0.482139888131111,0.573457447688543,6
"Twist2",0.0556802457858785,0.235501640894333,0.244026487826455,0.0655466432193202,0,0.138491181476498,0.270569875642615,0.33455533358906,0.109704474462602,0.506442640667712,0.271880131908396,0.19086654857752,1,0.805590883264529,0.641883633319259,0.751385922133606,0.911460211221409,0.830508993548528,0.174774860877714,0.711237093802612,0.746192273706733,0.906585561868084,0.790366808258989,6
"Zic1",0.358110766517374,0.980574385890591,1,0.449413081835501,0.0829687228873528,0.176523532894729,0.290283586253903,0.0464413825181933,0.284507076934091,0,0.0626516840779105,0.0384679056581061,0.456683385235599,0.389838463912654,0.10285570501852,0.604972505484247,0.426209508093114,0.354240294401783,0.247754499753832,0.716323924336886,0.686490407077669,0.552173375881532,0.326466724862724,6
"Zim1",0.385920135129722,0.483719597578067,0.450289775294426,0,0.163162123766529,0.269654516996805,0.517809315828849,0.629077125057766,0.170006339287328,0.605542008070786,0.492088792109124,0.582084393052137,0.817498046617779,0.849078005246706,0.337846296668775,1,0.759536141616365,0.589810091849336,0.375865703425674,0.910445795032095,0.975100184723186,0.907775789227027,0.63800402366052,6
"Aff3",0.830984370250828,0.992075063115643,1,0.893909059239765,0.938839537761748,0.610135340206358,0.554829097733213,0.618045667705798,0.39474923119491,0.43790714876637,0.467675962083297,0.361630635379408,0.173995131647399,0.082748888137877,0.134660667962505,0.203801869085114,0.332930481277244,0.199007351039204,0.379242696223981,0.152105497415863,0.0869611998811136,0,0.0711916290161804,7
"Gsc",0.778720198971537,0.976381514155515,1,0.916942052019788,0.981576769376213,0.602660207355506,0.653770017769148,0.662220004417639,0.501834812756945,0.371568437057078,0.491859176534042,0.305834358522551,0.157756662068414,0.111957655868779,0,0.191206927154432,0.358303495667352,0.191354351753044,0.475157524539039,0.100582891770002,0.228919817833162,0.0558601543239142,0.0186303136931151,7
"Hand2",0.84465871190434,0.968391587646704,0.963268939964497,1,0.943193254855325,0.549721860849841,0.489660975151514,0.490680429536056,0.440762773690238,0.312179385892786,0.412575238876766,0.322395065479044,0.229169173907998,0.143500085667971,0.216490357766691,0.150448200268865,0.301973787029696,0.253395632960174,0.36823909363364,0.162121325579562,0.133829440916542,0,0.138850537587002,7
"Hmga2",0.914906113399977,0.998767122993831,1,0.916995808088934,0.961218947928163,0.7575634372051,0.75503650142579,0.649845797526665,0.549697471606488,0.443758041743307,0.432842573646359,0.469367251613728,0.286768686203414,0.31190572602299,0.298785846375049,0.353441067815511,0.390663812328175,0.260645787369072,0.503029636091307,0.280313658031273,0.234415014253452,0,0.00791096955011849,7
"Hoxa2",0.90650529897283,0.972115575719,1,0.749793304221963,0.748617578728711,0.521358678118671,0.816157460078712,0.680479809020264,0.479482656054942,0.417163280686911,0.29614307924963,0.263172648321873,0.0600309961598387,0.120395919926557,0.0720861405388974,0.312210808032561,0.421274279610922,0.0902959314157445,0.448580734104599,0.275544797262195,0.308226011987949,0.0406133948739786,0,7
"Hoxa3",0.834663074002306,1,0.99778192466038,0.893642619593211,0.908886839090501,0.52787306433011,0.657861585791059,0.65038686774822,0.483959482156144,0.470655035204921,0.403379935332047,0.333328142481331,0.145852050813077,0.134673962127249,0.17932539259148,0.281893242090516,0.368163593158149,0.12903621385833,0.44345506052266,0.153463089883339,0.223446258700612,0,0.163518926695124,7
"Hoxa4",0.75738103930153,0.937106166132873,1,0.867342033071271,0.743525059015666,0.477399894667049,0.65231438833357,0.578308587635085,0.468130606833034,0.421182896415746,0.155277905272136,0.219596771755243,0.100987611368789,0,0.167936099727792,0.252259773340286,0.39036050260545,0.0782987652362548,0.414692676100335,0.106082404085201,0.147430770789726,0.0296204769503884,0.12702285096674,7
"Hoxa5",0.863976073582779,0.970818102819385,1,0.901834635053815,0.926812081173971,0.649596688887348,0.705312601041585,0.71518839023081,0.526923518059714,0.400134921723759,0.402035572810357,0.320051384192389,0.0889529359473131,0.138862239707219,0.181590340568096,0.28865508500391,0.344025366612537,0.10471873876165,0.449110159429433,0.136627628250843,0.233528598778329,0.0677279047428063,0,7
"Hoxa6",0.914893954947269,0.999199066144663,1,0.957531251350848,0.998859581302713,0.638621855992163,0.593935576268921,0.675632787434347,0.53597286343019,0.361574244402219,0.44924636063206,0.4380795366236,0.225770110372574,0.268011605360097,0.157004084875364,0.324546457757881,0.318731445245433,0.227026239285276,0.452932152434194,0.333535832041286,0.254317574534536,0,0.129315975956619,7
"Hoxa7",0.96020923803275,0.982064083327351,1,0.914401233617536,0.869093389240568,0.5906442175675,0.782319241129348,0.700432917046409,0.533404155699774,0.244669098202027,0.184822847821949,0.272053591779885,0.149062395955548,0.258415318184246,0.0938317298336124,0.477534693391506,0.393353512658799,0.222142938549681,0.323391798143998,0.340668782147084,0.315547274969628,0.105614133585043,0,7
"Hsf2",0.815511265549888,1,0.945002778361211,0.876201786663711,0.898925901804588,0.498458990744307,0.528977958849773,0.460373565463518,0.354193207381558,0.330983683941129,0.407322776123963,0.376248253702585,0.228070197984833,0.258749782595771,0.246215336631966,0.302999622378287,0.262959436183671,0.174437200428335,0.310849048446068,0.0987464459747683,0.211311286081276,0,0.077497652447461,7
"Myrf",0.816136408137804,0.948815614402044,0.908866658107515,1,0.940698142940553,0.362198364303875,0.734076480707823,0.522152087704858,0.446954043045831,0.268969677980311,0.31296927481147,0.299808678282604,0.248143369804091,0.318715964415432,0.240831109159947,0.487127145526876,0.482939193019863,0.344235430534204,0.531126795395668,0.470989730878726,0.536538255538762,0,0.0429659006148946,7
"Nr2f1",0.900202605345969,0.961617514633466,1,0.766769198705107,0.813888035184742,0.715404380547943,0.756812195335832,0.775588792973673,0.674227213285418,0.347470998248124,0.250799954930882,0.205991254098086,0.178022404459608,0.17212317742387,0.17625415179128,0.424656106642146,0.423704518737062,0.30975916970892,0.483279001137827,0.246168121818774,0.340024327165205,0.0181266818788702,0,7
"Nr2f2",0.883219952082652,0.984968829490667,1,0.887648337397763,0.811163200101419,0.721955918738792,0.662193303681722,0.62171621957618,0.481289192843518,0.538655632942086,0.574481462160615,0.47550721176142,0.251785490962054,0.153202966126374,0.30603071388519,0.366801388163156,0.467219514947556,0.358598799650215,0.498887747391628,0.270677190606952,0.229792428235432,0.0659874857304436,0,7
"Pitx2",1,0.950360779184525,0.922941988971333,0.677473967454826,0.773821775595306,0.665917513974629,0.797023280478401,0.746064779410503,0.590764353904396,0.209704392518916,0.0815832792169639,0.212426379144229,0.0413113512493786,0.175978064768892,0.0684977949839302,0.391465391721541,0.0452160101474447,0.130261464396118,0.446638626790668,0.182062127655416,0.332621755620757,0.0615222724710563,0,7
"Pknox2",0.95171444584398,0.996315793623931,1,0.966376583968309,0.825469264223083,0.573486501025486,0.607440135701167,0.519799624690401,0.432101556314842,0.183582379023378,0.293431760308414,0.261725193670288,0.210382649602025,0.217299953269796,0,0.364388184539683,0.179448901825794,0.231268734777309,0.471287220531435,0.352394163193964,0.451889159701582,0.0561952662588155,0.0906149061325869,7
"Rag1",0.80149414847193,0.938340178181738,1,0.952982447335596,0.904485875934088,0.536713246592883,0.617591577602729,0.569337412171423,0.574597971839399,0.353220041271402,0.333061881037201,0.397009142385622,0.220972884784195,0.335866231711916,0.178348330139529,0.244127936721574,0.286298940351083,0,0.706571960453139,0.13692882130038,0.183610395155958,0.221722987439028,0.182487777059885,7
"Rfx4",0.679307264863648,0.796420214780534,0.908759676935861,0.79087858993852,1,0.605486667469581,0.638541718938105,0.648056123152112,0.431771244706923,0.536902252553345,0.32694442181669,0.413170795626794,0.408971973341912,0.46929488461319,0.320896779936065,0.469244940998499,0.494901752853811,0.469975572968656,0.651998377741509,0.509027515103605,0.454975231530196,0,0.105462682479552,7
"Shox2",0.919133739861402,0.959602272588831,1,0.862799491211785,0.961242084477579,0.648444778056901,0.573251175522863,0.651992443101064,0.404099748003761,0.246507315602957,0.221188692998156,0.200289995360414,0.282848905946015,0.321350612336922,0.178579863051145,0.291007011311583,0.382438497766657,0.326040696870318,0.368837432815006,0.348465154367025,0.415118998670719,0.0809102525404041,0,7
"Sim2",0.867541949572051,1,0.958343108456357,0.756281121661901,0.853046292965692,0.687140324976475,0.788222871547518,0.790806609007251,0.551596598635823,0.435249144713209,0.533309305672036,0.472708871673988,0.0316977981313503,0.20917970837215,0.0581165883466152,0.280214953704958,0.316908905470952,0.120685465510831,0.477291191067351,0.267527007981577,0.143808520846144,0,0.118966904863708,7
"Six1",0.98516824557151,0.992387267346202,1,0.825650385775387,0.905624256971993,0.599117468013853,0.602293413389732,0.590776090817466,0.498373096332853,0.356208298305846,0.532025419938614,0.481188068099964,0.0628284953873627,0.178952919082794,0.076247818021141,0.228750355862764,0.160713796706553,0.0983637565432757,0.530732370825791,0.206206881909204,0.208821521059894,0,0.24224352645335,7
"Tgif1",0.915951710482602,0.999155309880951,1,0.951262618192409,0.983881791155325,0.453629114293537,0.507404855118515,0.508404665750139,0.496139697770402,0.388106119846728,0.295023062922321,0.301239616044898,0.123562301609325,0.181073673496469,0.293478163818456,0.248405163141996,0.231050935570174,0.215608420173927,0.479396565234543,0.132995736161367,0.152542999567962,0,0.0978924446759884,7
"Tox3",0.760395627437884,1,0.989559705438473,0.854771330888337,0.997989846149971,0.67916694512551,0.621569515011178,0.631810140546789,0.142603261964952,0.43951790529735,0.205033209424577,0.313944849231063,0.133790292550089,0.147219611595634,0.0673065735148622,0.261119730932608,0.391886986476552,0.388012345290158,0.222831881325547,0.240780001446224,0.237641566176978,0,0.161053957676973,7
"Ybx2",0.88355645142683,1,0.99060041139099,0.903669106475835,0.909057502391777,0.518038179391412,0.487648932501393,0.548207109529639,0.520673172261976,0.485404297761458,0.456040112843512,0.373453065389202,0.347490357691218,0.270259433474148,0.329112268252654,0.477464587600547,0.655450656206154,0.292449230716915,0.384894862291373,0.247851955120172,0.319418338169831,0,0.269138193667565,7
"Zfp184",0.908636261702765,1,0.969196565908834,0.963599023123242,0.920596290879682,0.559640667509703,0.582191403346487,0.608783726347178,0.555135423993869,0.367704662297266,0.470473687189526,0.31266476614918,0.252552417936764,0.274475831463372,0.328780977486457,0.373132686171818,0.371518323846197,0.315099614207628,0.475504748047529,0.219991202469126,0.239877129578172,0,0.119489377944074,7
"Zfp663",0.973380339932105,1,0.939345479113819,0.898306549231501,0.858555144899903,0.645624572337754,0.725053127281972,0.675032985801789,0.581841875190668,0.295835946461914,0.18821368815885,0.191585646670481,0.148805593237252,0.15676700247135,0.148186624792594,0.40443738004213,0.399384150568516,0.193502516628017,0.418597979278314,0.13888394925872,0.0206485801700357,0,0.04877252671954,7
"Zfp941",0.788458092517219,0.941385792294417,1,0.866696795134384,0.915773454248172,0.711324110290746,0.656611714360549,0.691430488701685,0.514738923377633,0.364125901295012,0.544202559442527,0.487164792692449,0.12653159656505,0.20961045725444,0.199674036497196,0.237920130136611,0.348509324555346,0.28552147806406,0.526165503311745,0.0648187358311756,0.101834948436478,0.18025638458825,0,7
"Ahr",0,0.150298541284217,0.131696257237281,0.184802085094138,0.222484796883602,0.148857465856834,0.273686728328028,0.154183744417502,0.541454965356589,0.818002879168283,0.63019981603416,0.683844450750406,0.83668345948931,0.895559712874094,0.84006230878978,0.831163480459366,0.776755510018659,0.808857578730889,0.578282842898976,0.796877497294102,0.937369370782114,1,0.981890344062867,8
"Ar",0,0.112538232508827,0.196896816125597,0.0277273531659391,0.0727885539082651,0.208187822512629,0.255251959193876,0.289019132441423,0.212819998888214,0.816815757342553,0.598895393959074,0.624368272145474,1,0.92840485652715,0.786329461817971,0.937056055313444,0.995395326751807,0.899584900624587,0.365215662234477,0.936192610636226,0.840742310728506,0.986891292908173,0.894043157129681,8
"Bcl6",0,0.188985024199137,0.278726804578558,0.0859509645794993,0.133440395357038,0.209648812008782,0.256259206780572,0.16821817417388,0.308870565443797,0.73051985146822,0.594936521706006,0.563019468382267,0.819044999779432,0.816648433813521,0.659890175551863,0.77844106999648,0.894516396491828,0.778202912935108,0.455149690850455,0.806102438809169,1,0.888817828342321,0.92674574944881,8
"Bhlhe22",0,0.054159138950531,0.119079769524421,0.0622233803483634,0.156164929994823,0.000192968133306243,0.305977513788889,0.216454235769977,0.0593485658967508,0.647743377445669,0.510024114661512,0.54257368478282,1,0.94544641039034,0.730841795103469,0.772550146894086,0.798342184827469,0.756119431033171,0.319135947297963,0.726412506434677,0.675983856748785,0.846111825175628,0.642557258748635,8
"Creb3l1",0.110595057537877,0.0972587014964986,0.124110773875463,0,0.0209097814716086,0.436368572348715,0.546922607432245,0.513132916222059,0.445674212551987,0.739065948608045,0.61069806637232,0.62516527152661,0.897565432905714,0.858197771767699,0.762731397358632,0.907418270478205,1,0.891724333968525,0.623531648602192,0.921130233884419,0.981749343211757,0.89317372735315,0.887765969212999,8
"Dbx2",0.176412551163726,0.133227516142938,0.147094195425219,0.0596222733052022,0,0.392109417063987,0.399577916407856,0.368704827277424,0.59606174220385,0.869991644947487,1,0.93704248896356,0.845812207449081,0.739963282624692,0.941697416540229,0.773082068459868,0.836112136631824,0.780073675239533,0.610208135512214,0.629484287351132,0.398547071504193,0.656135779101412,0.792411341125498,8
"Elf4",0,0.195955859950914,0.140454816154849,0.227499500069671,0.301904585133207,0.040426579276381,0.104136087599872,0.118551278361244,0.446010444645777,0.51437184773842,0.478999076428604,0.523323068056028,0.711883381030604,0.642199018392036,0.622119779835459,0.703770808690789,0.784574333675974,0.742158967353215,0.732680771693349,0.825287166900601,1,0.88868737868519,0.91354166710224,8
"Hey2",0.330259388475179,0.202982099921767,0.337389735324772,0.348515984995033,0,0.677946149454031,0.700536484480999,0.521031943558887,0.504843611197009,0.819946723331142,0.571877982402348,0.589598021246423,0.981035072894475,0.976147068882841,0.885182142410972,0.924942242328787,1,0.881711603957077,0.278345639945395,0.57978280388724,0.783068415657483,0.855497328673828,0.809741865722992,8
"Heyl",0.321404747996363,0.139361653698817,0.0505749608631434,0.11533371383341,0,0.219245443377265,0.422534769823235,0.34765557936827,0.831407092725297,0.75791506877906,0.55923121016827,0.62977691088698,0.795664080603394,0.990515938100323,0.710856610299451,1,0.760029453318156,0.806689603354503,0.637867872703004,0.888427906161931,0.921335722515648,0.628740672547548,0.634341673404301,8
"Hivep2",0.166977122253263,0.178284503198054,0.185025704451213,0,0.0160516828169177,0.203781068571205,0.310211136490778,0.38195999216638,0.319671130820537,0.716316993631225,0.480833187783551,0.559063293525517,0.76184488043293,0.661522194454694,0.472425250749025,1,0.890394569021763,0.780784939097201,0.57551030612674,0.915035922249528,0.97759443405033,0.734396265237091,0.790708423690361,8
"Hivep3",0.0930646995086671,0.0506361942071268,0,0.17658346690983,0.258373333179648,0.122879065262941,0.208077437106057,0.289786413562985,0.510939222470152,0.495979862565154,0.502522887177692,0.576527184508298,0.73522585529247,0.717105154818191,0.570214103880014,0.766636163413859,0.719968453194241,0.540457120908794,0.740193613739912,0.930953400629044,1,0.796015053862245,0.703062656120883,8
"Hlf",0.0826974974847705,0.171697942919575,0,0.0820418283182732,0.157035308250763,0.370704500194288,0.471540934576925,0.352672733058289,0.43859816048129,0.710564196369443,0.455630474063068,0.613420511461818,1,0.895271860113544,0.746227565070775,0.79351845569683,0.853880132641051,0.789080224884769,0.508813080535957,0.700661695058895,0.786082613755479,0.993717692896545,0.886286547782352,8
"Irx2",0,0.322180824691669,0.2128178113519,0.193938940439053,0.272702795139679,0.322324247519168,0.414425915670367,0.470133849937276,0.44160911981058,0.859136409770576,0.64527731720408,0.639734703275672,0.974334633171915,0.876433729213525,0.766537247177509,0.856538882540012,1,0.822028395693738,0.514245793046549,0.719883445468764,0.776661847757416,0.932006242587206,0.921983084788267,8
"Jazf1",0.0712185157194467,0.217543604028464,0.142384151381268,0,0.101763294169038,0.416817510438812,0.471816048167291,0.388442649498188,0.271296230003924,0.824922026691789,0.544623049872639,0.655091545004336,0.942650318642089,0.790633975851044,0.687040988340687,0.824261990077033,1,0.791612473533744,0.425218076584472,0.788568914751325,0.822411832948054,0.650207405165702,0.610868342291272,8
"Klf14",0,0.150028198921673,0.189742716272227,0.140184285181793,0.27329599309989,0.280480050693133,0.32419104303547,0.35954976305621,0.425787469291335,0.730920688607757,0.593529241923071,0.578088461021302,0.691748660572049,0.629723246465384,0.526014015270999,0.797329786787683,0.919368843167321,0.820003000633541,0.549412466113553,0.826836792660383,1,0.594760018960811,0.616928228273381,8
"Myc",0.615688156395321,0.202515217345247,0.292168482065185,0.00416162622132103,0.243268608822774,0,0.200739558191868,0.26937446802314,0.699734916214944,0.611317843160759,0.625067600733676,0.533175398738499,0.741294909754911,0.688520530203624,0.735752424774349,0.735836867634793,0.819420869727391,0.663150528863862,0.936431662201788,0.754451238564205,1,0.826959131285065,0.745619779718177,8
"Nfe2l3",0.145143108766659,0.135914504049302,0.0686435094564971,0.21046177376222,0,0.563481302035871,0.496131053592561,0.62294181850531,0.452518698417749,0.650987057184104,0.482277125145691,0.424154719188559,0.890799698204521,0.845854280129334,0.814143964157647,0.743431958610397,1,0.804674443696977,0.55797631057467,0.415740896046841,0.340677203062985,0.717468277901894,0.485478066771189,8
"Nfib",0.187169941312664,0.310017045398601,0.29126890401625,0,0.13747744923104,0.486490179111828,0.57307410397905,0.477374748972207,0.291923201550112,0.777049825175216,0.621901869740843,0.64566163661487,0.763344941444308,0.71830489964189,0.606284165161599,0.890612470713304,1,0.763049855196142,0.393999078391829,0.786145992608846,0.881003023970502,0.709130879182834,0.714339861408641,8
"Nfic",0,0.257006655036535,0.236895705342833,0.102031347125637,0.163383898289982,0.148454343870798,0.354502641498787,0.278743434958774,0.265966933010386,0.646161442442373,0.585143784395103,0.490432223978911,0.811785177158352,0.631150591223316,0.466966666175848,0.804848908719867,1,0.845408140469681,0.309340094330939,0.779687100992072,0.918057706231391,0.860097226020742,0.957330199791195,8
"Nfix",0.0111739698901757,0.120944324029526,0.153496347263354,0,0.0843421371864583,0.400102053504311,0.477041486540742,0.43671390531419,0.431075262121955,0.827210628736487,0.764429489610111,0.728079412431982,0.913836428346978,0.811934378694695,0.715731239851693,0.92778923387339,1,0.953847628707442,0.488527280921441,0.905789703977544,0.943161926787446,0.910267195318368,0.995276624103872,8
"Npas2",0,0.0431977992284989,0.0751479949231927,0.0927236061812883,0.0639527375761018,0.167524908880994,0.532830480184041,0.302077238294137,0.299975989985104,0.728168204576246,0.663338820875712,0.581219765753477,0.946289368879812,0.859611266487909,0.684319056319926,0.936002235478516,0.975083518204378,0.884706946954625,0.354201530353969,0.798998605676121,0.757220684982548,0.969801816591725,1,8
"Nr3c1",0,0.184412722755981,0.087173206842464,0.0372297060344671,0.119466685719546,0.237097989776697,0.315348949499725,0.231492920833649,0.210801142027651,0.652612767693231,0.470041212173265,0.578797609014913,0.827505584957052,0.775996048573677,0.704437606232863,0.763729800405522,0.779469646994775,0.71340614157158,0.489505877510686,0.679034645713178,0.776663602744637,1,0.931096310482217,8
"Nr3c2",0.159503860126295,0.100505089495507,0.190065857403775,0,0.0116742368550072,0.490635129748233,0.485447710491393,0.512642239950604,0.263545822673999,0.782153027750859,0.609101788051673,0.671932003289519,0.887802969161332,0.729452657417476,0.621371351533651,0.903371852293194,1,0.877411383245619,0.312941743166059,0.913407564442313,0.967374432669065,0.654340369819565,0.78278480585801,8
"Nr4a1",0,0.167703002857288,0.133301502659868,0.123522536928051,0.0827986297158577,0.317275799877413,0.545958842047389,0.470066128029611,0.415729286371167,0.597243309555674,0.524353091767458,0.522572689190392,0.990006160313065,0.645854908611336,0.60531198851416,0.770452442064402,0.742582796466646,0.690861338995454,0.650867912048381,0.650247896380717,0.50673918534159,1,0.801022306782615,8
